"Município(Res)";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"Total"
"355720 Chavantes";0;1;1;1;1;1;2;0;0;1;1;1;0;0;1;0;0;11
"351190 Clementina";0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2
"351200 Colina";2;1;1;2;1;2;0;0;0;2;2;2;1;2;1;4;0;23
"351210 Colômbia";0;0;0;0;0;0;1;1;0;2;1;0;3;1;2;0;1;12
"351220 Conchal";0;1;2;0;1;0;1;0;0;0;1;3;2;1;1;1;4;18
"351230 Conchas";0;1;1;2;0;3;2;0;0;0;1;2;2;1;1;1;1;18
"351240 Cordeirópolis";0;1;0;0;1;0;1;0;0;1;0;2;1;1;2;0;0;10
"351250 Coroados";1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;3
"351260 Coronel Macedo";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"351270 Corumbataí";0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2
"351280 Cosmópolis";3;2;8;5;4;2;3;2;5;5;2;5;4;3;6;4;1;64
"351290 Cosmorama";0;0;0;1;0;0;0;1;0;0;0;0;1;2;0;0;0;5
"351300 Cotia";18;13;13;9;7;10;11;8;16;9;12;10;6;16;11;10;6;185
"351310 Cravinhos";6;2;1;4;0;3;6;0;0;2;1;1;2;3;1;1;0;33
"351320 Cristais Paulista";0;0;2;0;0;0;0;0;1;0;0;0;0;0;1;0;0;4
"351330 Cruzália";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"351340 Cruzeiro";19;15;15;21;17;19;34;18;13;22;16;14;13;10;13;9;13;281
"351350 Cubatão";33;36;26;19;21;13;10;16;10;13;16;11;14;16;13;12;19;298
"351360 Cunha";0;1;0;0;0;0;1;0;0;1;0;0;1;1;1;0;1;7
"351370 Descalvado";0;1;2;3;0;2;0;0;0;1;1;3;1;0;0;1;1;16
"351380 Diadema";45;47;35;40;24;29;26;27;15;25;32;31;24;22;23;26;21;492
"351390 Divinolândia";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"351400 Dobrada";1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;4
"351410 Dois Córregos";1;0;3;1;4;3;1;3;1;1;1;1;2;1;2;1;0;26
"351420 Dolcinópolis";0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;2
"351430 Dourado";0;0;1;0;2;0;0;0;0;0;1;0;0;0;0;0;0;4
"351440 Dracena";4;1;1;1;4;0;3;7;5;3;3;3;6;5;4;2;1;53
"351450 Duartina";2;1;0;0;0;2;0;1;1;0;1;0;1;0;0;0;0;9
"351460 Dumont";0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;1;0;5
"351470 Echaporã";0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;3
"351480 Eldorado";0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;3
"351490 Elias Fausto";1;0;2;0;0;0;1;1;1;1;2;0;1;2;1;1;1;15
"351492 Elisiário";0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;4
"351500 Embu";19;19;16;11;22;16;12;17;16;15;16;11;10;15;9;6;5;235
"351510 Embu-Guaçu";5;6;4;4;3;4;5;2;2;4;5;4;4;3;6;4;1;66
"351512 Emilianópolis";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"351515 Engenheiro Coelho";0;0;0;1;0;0;0;0;1;1;0;2;1;0;0;2;1;9
"351518 Espírito Santo do Pinhal";3;2;0;1;0;1;3;3;0;1;1;2;0;0;4;0;2;23
"355730 Estiva Gerbi";0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;3
"351520 Estrela d'Oeste";1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
"351530 Estrela do Norte";1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"351535 Euclides da Cunha Paulista";0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3
"351540 Fartura";1;1;1;0;0;0;0;0;1;1;0;1;1;1;0;0;0;8
"351560 Fernando Prestes";0;0;1;0;1;1;0;0;0;1;0;1;1;0;1;1;0;8
"351550 Fernandópolis";3;3;4;7;1;8;0;6;4;3;4;4;2;3;3;4;3;62
"351570 Ferraz de Vasconcelos";22;18;10;10;11;11;9;8;16;9;15;7;14;11;6;11;14;202
"351580 Flora Rica";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"351590 Floreal";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"351600 Flórida Paulista";0;0;0;0;1;2;0;0;0;0;1;0;0;1;1;0;0;6
"351610 Florínia";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"351620 Franca";51;43;57;33;21;38;33;35;31;33;34;26;18;20;21;28;25;547
"351630 Francisco Morato";15;14;9;15;16;12;21;9;19;17;9;13;11;14;6;9;14;223
"351640 Franco da Rocha";23;15;13;12;11;10;5;17;16;12;11;21;7;4;12;6;11;206
"351650 Gabriel Monteiro";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"351660 Gália";0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;4
"351670 Garça";6;3;3;3;3;6;3;4;4;0;0;1;1;1;0;3;3;44
"351680 Gastão Vidigal";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"351685 Gavião Peixoto";0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2
"351690 General Salgado";0;0;0;1;0;0;1;1;0;0;1;0;0;1;1;1;1;8
"351700 Getulina";0;1;0;1;3;1;2;2;0;1;0;1;0;0;0;0;0;12
"351720 Guaiçara";1;0;1;0;2;1;2;0;1;0;2;0;0;1;1;0;0;12
"351730 Guaimbê";2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3
"351740 Guaíra";1;3;5;3;4;1;1;3;2;3;0;3;3;2;2;0;4;40
"351750 Guapiaçu";1;0;2;1;3;0;3;4;1;1;1;1;0;0;1;2;1;22
"351760 Guapiara";1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;2;7
"351770 Guará";1;3;3;0;0;5;1;2;1;3;2;0;1;0;1;5;2;30
"351780 Guaraçaí";0;2;1;0;1;0;0;0;2;0;0;0;1;1;0;3;0;11
"351790 Guaraci";0;1;0;0;1;0;1;2;1;0;0;0;1;0;0;0;1;8
"351800 Guarani d'Oeste";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"351810 Guarantã";0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;3
"351820 Guararapes";1;3;3;0;1;0;2;3;0;1;0;1;2;2;0;2;0;21
"351830 Guararema";1;0;2;1;2;1;6;1;0;2;3;2;2;2;1;2;1;29
"351840 Guaratinguetá";15;9;13;12;12;10;8;22;14;16;14;9;9;9;8;12;12;204
"351850 Guareí";0;0;0;0;1;0;0;0;0;1;2;0;2;1;0;0;1;8
"351860 Guariba";7;2;4;2;4;4;3;2;1;1;3;7;0;0;1;0;2;43
"351870 Guarujá";85;75;68;44;50;47;55;38;34;40;32;31;24;37;34;28;15;737
"351880 Guarulhos";177;131;110;116;108;91;114;104;105;89;70;91;80;82;80;74;77;1699
"351885 Guatapará";1;1;2;0;2;0;0;0;1;0;0;1;0;2;1;0;1;12
"351890 Guzolândia";0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;3
"351900 Herculândia";0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;1;5
"351905 Holambra";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;3
"351907 Hortolândia";10;17;16;12;10;11;8;11;8;15;7;5;13;2;16;12;5;178
"351910 Iacanga";0;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;5
"351920 Iacri";0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;3
"351925 Iaras";0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;3;0;8
"351930 Ibaté";1;2;1;3;0;1;2;4;3;1;4;1;6;1;1;2;0;33
"351940 Ibirá";0;1;0;1;1;0;0;0;0;0;0;0;2;0;1;1;0;7
"351950 Ibirarema";1;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;1;7
"351960 Ibitinga";2;1;3;1;1;3;2;0;2;3;3;2;1;3;0;3;2;32
"351970 Ibiúna";1;5;2;1;2;4;2;1;1;5;3;1;3;2;5;3;1;42
"351980 Icém";1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;2;6
"351990 Iepê";0;0;1;0;0;0;0;1;0;1;0;0;1;1;0;0;0;5
"352000 Igaraçu do Tietê";3;1;0;0;0;0;2;0;0;0;2;0;3;2;2;4;0;19
"352010 Igarapava";2;0;0;1;1;1;2;3;1;1;2;1;1;0;0;0;1;17
"352020 Igaratá";1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3
"352030 Iguape";3;3;1;1;1;2;3;3;1;2;0;2;0;2;2;2;1;29
"352042 Ilha Comprida";1;0;1;1;1;0;1;1;2;0;2;1;2;0;0;1;0;14
"352044 Ilha Solteira";3;2;0;1;2;0;1;0;1;1;0;0;1;1;1;2;3;19
"352040 Ilhabela";1;3;2;1;2;0;6;1;1;1;1;2;3;2;1;1;2;30
"352050 Indaiatuba";10;9;3;2;12;12;4;7;7;5;5;15;9;8;11;8;11;138
"352060 Indiana";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2
"352070 Indiaporã";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"352080 Inúbia Paulista";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2
"352090 Ipaussu";0;1;0;2;0;2;0;2;1;0;0;1;0;0;1;0;1;11
"352100 Iperó";0;4;0;1;0;1;3;1;1;2;1;3;1;1;0;1;3;23
"352110 Ipeúna";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"352115 Ipiguá";0;1;0;0;0;0;3;0;0;0;1;0;0;0;1;0;0;6
"352120 Iporanga";0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;3
"352130 Ipuã";0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;5
"352140 Iracemápolis";1;1;0;0;3;0;1;1;1;1;0;2;0;2;0;0;1;14
"352150 Irapuã";0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;1;0;5
"352160 Irapuru";0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;3
"352170 Itaberá";0;0;1;0;0;1;0;2;0;1;0;0;1;1;0;2;1;10
"352180 Itaí";0;1;1;1;2;2;2;1;1;4;1;2;1;4;4;3;4;34
"352190 Itajobi";0;0;1;1;0;1;1;0;0;0;1;0;0;1;1;1;0;8
"352210 Itanhaém";6;6;1;3;8;6;1;8;3;10;10;6;4;15;14;9;12;122
"352215 Itaóca";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"352220 Itapecerica da Serra";12;7;8;5;12;7;4;7;8;5;11;7;7;7;7;4;8;126
"352230 Itapetininga";21;20;10;21;18;11;19;12;10;14;7;12;11;15;15;7;12;235
"352240 Itapeva";5;6;2;3;6;3;4;4;3;2;1;3;2;1;8;4;3;60
"352250 Itapevi";30;15;13;20;17;20;18;8;20;16;11;15;11;18;9;21;13;275
"352260 Itapira";14;18;13;26;12;16;11;11;19;11;7;9;6;4;8;11;10;206
"352270 Itápolis";1;1;0;0;1;0;2;2;3;1;2;4;3;1;0;2;0;23
"352280 Itaporanga";0;1;1;2;0;1;1;2;0;0;3;0;0;0;1;1;1;14
"352290 Itapuí";2;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;5
"352300 Itapura";1;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;5
"352310 Itaquaquecetuba";18;30;24;14;18;14;28;17;23;21;16;16;11;19;13;13;19;314
"352320 Itararé";2;2;4;2;6;1;6;1;3;3;3;2;4;2;3;5;3;52
"352330 Itariri";1;1;0;0;3;2;0;0;0;0;1;1;0;0;0;0;0;9
"352340 Itatiba";6;9;2;6;5;9;8;4;5;8;5;4;4;3;2;6;3;89
"352350 Itatinga";0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;1;1;6
"352360 Itirapina";0;0;1;0;1;1;0;2;0;2;4;0;2;1;1;0;0;15
"352370 Itirapuã";0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
"352380 Itobi";0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;3
"352390 Itu";28;23;19;21;25;20;23;12;21;6;22;15;22;20;21;12;9;319
"352400 Itupeva";5;1;0;1;0;0;2;1;0;0;0;1;1;1;0;1;2;16
"352410 Ituverava";5;4;5;3;3;2;6;6;2;2;0;3;3;4;4;2;1;55
"352420 Jaborandi";1;0;0;1;0;1;1;0;1;0;1;1;0;0;0;1;0;8
"352430 Jaboticabal";27;10;14;12;16;12;10;11;9;12;6;8;9;13;7;12;6;194
"352440 Jacareí";61;47;47;18;35;40;31;24;32;23;21;15;26;27;19;15;16;497
"352450 Jaci";1;0;1;3;0;0;1;1;0;1;0;0;0;1;0;0;1;10
"352460 Jacupiranga";1;1;3;1;1;4;1;0;0;3;3;3;1;2;0;0;1;25
"352470 Jaguariúna";1;3;1;2;2;1;3;0;3;0;3;2;1;0;1;2;1;26
"352480 Jales";1;4;3;3;1;0;1;1;0;1;3;1;2;3;0;2;4;30
"352490 Jambeiro";1;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;5
"352500 Jandira";10;4;8;4;7;8;4;10;3;5;6;7;2;3;7;5;3;96
"352510 Jardinópolis";2;2;2;5;4;0;3;3;2;2;2;2;3;4;2;3;9;50
"352520 Jarinu";0;1;0;1;0;0;0;0;3;1;1;0;1;0;0;0;0;8
"352530 Jaú";14;13;8;11;9;8;12;5;3;9;8;5;8;7;8;6;15;149
"352540 Jeriquara";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"352550 Joanópolis";0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"352560 João Ramalho";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"352570 José Bonifácio";3;4;1;1;1;2;1;2;1;4;4;1;2;3;1;2;0;33
"352580 Júlio Mesquita";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2
"352590 Jundiaí";76;42;25;33;35;35;33;33;31;31;28;23;31;25;24;17;19;541
"352600 Junqueirópolis";1;0;1;0;0;0;1;0;2;0;0;3;2;1;2;1;2;16
"352610 Juquiá";0;0;2;2;1;0;0;0;2;1;1;2;3;2;2;1;2;21
"352620 Juquitiba";0;0;1;0;0;1;0;0;2;4;2;1;1;5;0;1;1;19
"352630 Lagoinha";8;0;1;0;0;2;1;1;0;1;4;2;0;0;3;1;0;24
"352640 Laranjal Paulista";2;1;2;0;0;3;3;0;0;3;1;2;1;1;0;0;3;22
"352650 Lavínia";0;0;0;0;0;0;2;0;0;1;0;0;3;1;2;5;2;16
"352660 Lavrinhas";0;0;0;0;0;0;0;1;0;3;0;1;0;0;0;0;1;6
"352670 Leme";9;16;12;10;8;9;13;10;6;11;9;7;9;15;9;5;1;159
"352680 Lençóis Paulista";7;7;2;3;5;7;0;6;5;7;2;3;3;2;1;6;4;70
"352690 Limeira";41;37;31;26;27;29;27;27;22;20;14;24;16;25;26;14;12;418
"352700 Lindóia";0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2
"352710 Lins";5;12;9;8;5;5;7;8;8;12;3;4;3;3;2;5;4;103
"352720 Lorena";21;12;15;9;16;14;10;11;9;16;12;16;12;13;10;7;1;204
"352730 Louveira";0;0;0;1;1;0;1;1;0;0;1;3;4;1;0;4;0;17
"352740 Lucélia";1;1;2;4;1;0;0;1;2;0;2;3;0;0;1;4;1;23
"352750 Lucianópolis";0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;0;4
"352760 Luís Antônio";1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;4
"352770 Luiziânia";1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2
"352780 Lupércio";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"352800 Macatuba";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;3
"352810 Macaubal";0;1;0;1;0;0;1;0;0;0;1;0;1;3;1;0;0;9
"352820 Macedônia";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"352830 Magda";0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3
"352840 Mairinque";6;3;4;1;3;5;2;5;2;4;5;3;3;1;0;1;1;49
"352850 Mairiporã";5;4;6;9;5;3;4;4;6;3;2;5;3;3;3;6;2;73
"352860 Manduri";1;0;1;1;0;1;1;0;0;0;0;0;1;0;1;1;0;8
"352870 Marabá Paulista";0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;4
"352880 Maracaí";0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;4
"352885 Marapoama";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"352890 Mariápolis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"352900 Marília";31;28;23;25;11;19;28;12;14;13;17;16;11;9;13;12;13;295
"352920 Martinópolis";3;3;1;3;0;4;1;3;0;2;1;0;1;0;2;0;1;25
"352930 Matão";7;5;4;3;2;5;3;12;5;5;5;6;4;8;2;3;4;83
"352940 Mauá";49;50;44;33;34;33;31;37;44;22;15;22;20;27;24;22;20;527
"352950 Mendonça";0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;4
"352960 Meridiano";0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;4
"352970 Miguelópolis";3;0;0;0;1;0;4;3;4;3;2;4;1;1;1;0;2;29
"352980 Mineiros do Tietê";2;0;2;1;0;0;0;0;0;0;0;2;0;0;0;0;1;8
"353000 Mira Estrela";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"352990 Miracatu";3;2;3;1;2;2;0;1;4;1;4;1;2;6;0;2;5;39
"353010 Mirandópolis";9;3;9;4;3;3;3;0;2;1;4;8;3;2;0;1;3;58
"353020 Mirante do Paranapanema";0;1;0;0;2;0;2;1;1;1;2;0;1;0;1;0;1;13
"353030 Mirassol";8;5;11;11;5;5;3;14;9;6;5;6;6;8;3;3;1;109
"353040 Mirassolândia";0;0;2;0;0;1;0;1;1;1;0;1;0;1;0;1;1;10
"353050 Mococa";14;9;12;7;7;5;5;6;9;5;3;3;2;3;3;2;3;98
"353060 Mogi das Cruzes";25;29;26;22;16;30;21;19;23;33;24;18;25;22;17;23;16;389
"353070 Mogi Guaçu";13;5;2;15;6;6;9;7;10;6;3;9;10;8;10;15;10;144
"353080 Moji Mirim";8;12;10;4;8;6;9;13;1;11;9;11;7;3;8;10;9;139
"353090 Mombuca";0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;3
"353100 Monções";0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;3
"353110 Mongaguá";7;9;4;2;4;3;6;9;7;7;5;4;8;3;3;3;4;88
"353130 Monte Alto";5;8;6;8;8;7;7;4;4;6;4;9;8;5;2;4;3;98
"353140 Monte Aprazível";3;2;5;1;0;1;1;4;3;1;2;2;2;2;2;1;2;34
"353150 Monte Azul Paulista";2;2;2;2;0;3;3;0;2;0;4;3;3;1;3;1;1;32
"353180 Monte Mor";3;2;2;3;3;2;1;0;6;1;2;4;5;5;3;2;0;44
"353170 Monteiro Lobato";1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;3
"353190 Morro Agudo";0;0;1;0;0;1;2;1;0;0;0;1;2;2;1;3;0;14
"353205 Motuca";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"353210 Murutinga do Sul";0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2
"353215 Nantes";0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"353220 Narandiba";0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;3
"353230 Natividade da Serra";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2
"353240 Nazaré Paulista";2;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;7
"353250 Neves Paulista";1;0;0;0;0;1;1;0;2;1;0;0;2;0;1;0;1;10
"353260 Nhandeara";0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;4
"353270 Nipoã";2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;4
"353280 Nova Aliança";0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;3
"353282 Nova Campina";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;3
"353290 Nova Europa";3;2;1;1;0;1;0;0;0;2;1;1;1;2;0;3;1;19
"353300 Nova Granada";1;3;1;2;1;0;1;1;0;1;0;0;1;0;0;2;0;14
"353310 Nova Guataporanga";1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
"353320 Nova Independência";1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3
"353330 Nova Luzitânia";0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;3
"353340 Nova Odessa";4;1;1;4;3;0;1;3;2;3;2;1;3;2;2;3;3;38
"353325 Novais";0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
"353350 Novo Horizonte";1;1;0;1;3;2;2;1;1;1;2;0;1;2;2;2;1;23
"353360 Nuporanga";1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;4
"353370 Ocauçu";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2
"353390 Olímpia";5;4;4;5;4;4;2;4;1;2;6;4;4;2;0;6;0;57
"353400 Onda Verde";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2
"353410 Oriente";1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
"353420 Orindiúva";0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;3
"353430 Orlândia";0;1;0;4;1;2;0;3;1;1;2;0;2;1;3;0;1;22
"353440 Osasco";138;81;81;81;65;64;74;51;39;44;52;36;44;52;49;42;40;1033
"353460 Osvaldo Cruz";0;0;2;1;2;3;2;1;6;2;2;1;0;1;3;1;0;27
"353470 Ourinhos";16;9;8;6;9;19;10;16;10;19;9;9;5;9;9;16;10;189
"353480 Ouro Verde";0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;3
"353475 Ouroeste";0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;4
"353490 Pacaembu";1;0;1;1;3;1;0;2;1;3;2;0;1;0;0;1;1;18
"353500 Palestina";0;2;1;1;1;1;0;1;0;0;0;2;0;1;0;0;0;10
"353510 Palmares Paulista";1;1;1;0;1;4;0;1;0;1;1;0;1;1;2;0;0;15
"353520 Palmeira d'Oeste";0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;4
"353530 Palmital";3;3;0;0;2;1;1;0;2;1;0;0;1;0;0;0;0;14
"353540 Panorama";0;0;0;2;1;0;0;0;1;0;0;1;1;2;2;1;1;12
"353550 Paraguaçu Paulista";3;4;0;0;1;1;1;1;3;3;4;0;3;2;2;4;3;35
"353560 Paraibuna";2;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;1;8
"353570 Paraíso";0;0;1;0;0;1;0;2;0;0;0;1;0;0;0;1;0;6
"353580 Paranapanema";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"353600 Parapuã";1;0;0;1;0;1;1;2;1;0;0;1;0;0;1;0;0;9
"353610 Pardinho";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2
"353620 Pariquera-Açu";2;2;1;2;1;0;1;0;0;0;3;0;1;0;1;2;1;17
"353625 Parisi";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;4
"353630 Patrocínio Paulista";0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2
"353640 Paulicéia";0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;2;6
"353650 Paulínia";2;4;2;3;9;4;1;5;5;5;3;4;2;0;5;4;5;63
"353657 Paulistânia";0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2
"353660 Paulo de Faria";0;0;0;0;2;2;2;1;0;1;2;0;2;1;0;1;2;16
"353670 Pederneiras";7;5;4;1;1;7;0;2;2;3;3;3;4;2;1;2;2;49
"353680 Pedra Bela";0;0;1;0;0;0;0;2;0;1;0;0;0;0;0;0;2;6
"353690 Pedranópolis";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"353700 Pedregulho";2;0;0;1;1;0;2;2;1;0;0;1;0;1;1;1;0;13
"353710 Pedreira";1;1;0;1;1;1;0;1;1;2;1;3;3;2;1;3;1;23
"353720 Pedro de Toledo";0;0;2;1;3;1;2;1;0;0;1;0;0;0;1;0;0;12
"353730 Penápolis";8;4;4;2;5;5;7;2;1;3;3;1;5;1;3;3;2;59
"353740 Pereira Barreto";0;2;0;2;2;2;3;2;3;1;4;5;6;9;2;4;3;50
"353750 Pereiras";1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;4
"353760 Peruíbe";9;8;3;6;3;5;6;10;4;12;8;4;9;6;5;6;4;108
"353770 Piacatu";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2
"353780 Piedade";4;3;7;4;2;5;1;3;3;6;4;3;1;1;3;1;0;51
"353790 Pilar do Sul";0;1;0;0;0;2;0;1;0;1;1;1;0;1;0;0;1;9
"353800 Pindamonhangaba";15;12;17;8;10;11;7;6;7;8;6;7;6;6;9;13;2;150
"353810 Pindorama";5;2;2;2;3;2;2;1;2;1;2;0;1;0;1;0;0;26
"353820 Pinhalzinho";1;0;1;1;2;2;0;0;0;1;1;0;0;0;1;1;1;12
"353830 Piquerobi";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"353850 Piquete";0;1;3;1;1;2;3;1;2;1;2;0;1;1;0;0;2;21
"353860 Piracaia";2;0;0;1;0;1;1;1;2;0;0;2;0;0;0;1;1;12
"353870 Piracicaba";64;83;70;75;70;61;50;56;38;37;45;38;43;30;37;32;45;874
"353880 Piraju";0;2;3;1;2;1;2;1;2;0;1;0;0;0;1;0;1;17
"353890 Pirajuí";8;3;1;1;3;3;5;1;1;2;6;2;1;1;2;5;2;47
"353900 Pirangi";0;0;0;0;2;1;1;0;1;0;0;0;0;2;0;0;1;8
"353910 Pirapora do Bom Jesus";0;0;0;0;2;2;2;1;1;0;0;3;1;3;1;2;0;18
"353920 Pirapozinho";2;1;2;1;3;1;0;0;1;1;1;1;1;0;1;1;1;18
"353930 Pirassununga";8;7;5;5;6;3;10;10;9;10;3;3;7;8;5;4;5;108
"353940 Piratininga";0;0;0;1;1;1;0;0;0;0;1;1;4;2;1;1;2;15
"353950 Pitangueiras";3;2;1;1;1;1;1;5;3;1;5;1;1;2;3;0;4;35
"353960 Planalto";0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2
"353970 Platina";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"353980 Poá";10;14;11;10;7;11;5;5;5;7;4;9;10;5;8;7;6;134
"353990 Poloni";2;0;0;0;0;0;0;2;0;1;1;0;0;1;0;0;0;7
"354000 Pompéia";1;1;1;2;0;3;2;2;2;1;0;1;0;3;2;0;2;23
"354010 Pongaí";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
